Unit ID,School/Corporate,Staff ID,Fixed Period or Ongoing,Actual Pay,Gender,Indigenous Dsc,Age,Teaching/Non-Teaching,Length of Service (Months),Service_Years,Start_Age,Unrealistic_Service,Age Group,Tenure Group
Unit 6,School,PPB9660,Ongoing," $110,000 ",Female,Non-Indigenous,35,Teaching,153,12.75,22.25,False,30–39,10+ yrs
Unit 6,School,ANG7234,Ongoing," $70,000 ",Male,Non-Indigenous,44,Non-Teaching,153,12.75,31.25,False,40–49,10+ yrs
Unit 6,School,YEF1900,Ongoing," $110,000 ",Female,Non-Indigenous,37,Teaching,153,12.75,24.25,False,30–39,10+ yrs
Unit 6,School,LUY9443,Ongoing," $110,000 ",Female,Non-Indigenous,50,Teaching,153,12.75,37.25,False,50–59,10+ yrs
Unit 6,School,NYM2041,Ongoing," $110,000 ",Female,Non-Indigenous,58,Teaching,151,12.583333333333334,45.416666666666664,False,50–59,10+ yrs
Unit 6,School,XVX2602,Ongoing," $160,000 ",Female,Non-Indigenous,39,Teaching,150,12.5,26.5,False,30–39,10+ yrs
Unit 6,School,RNL2700,Fixed Period," $150,000 ",Female,Non-Indigenous,51,Teaching,21,1.75,49.25,False,50–59,New (<2 yrs)
Unit 6,School,RUE4738,Ongoing," $66,000 ",Female,Non-Indigenous,42,Non-Teaching,149,12.416666666666666,29.583333333333336,False,40–49,10+ yrs
Unit 6,School,TPG3797,Ongoing," $66,000 ",Female,Non-Indigenous,65,Non-Teaching,149,12.416666666666666,52.583333333333336,False,60 and above,10+ yrs
Unit 6,School,EKC1039,Ongoing," $160,000 ",Male,Non-Indigenous,52,Teaching,147,12.25,39.75,False,50–59,10+ yrs
Unit 6,School,IFY9460,Ongoing," $160,000 ",Female,Non-Indigenous,33,Teaching,144,12.0,21.0,False,30–39,10+ yrs
Unit 6,School,QDL5928,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,141,11.75,34.25,False,40–49,10+ yrs
Unit 6,School,EAZ4809,Ongoing," $160,000 ",Female,Non-Indigenous,39,Teaching,138,11.5,27.5,False,30–39,10+ yrs
Unit 6,School,MBN9616,Ongoing," $75,000 ",Female,Indigenous,40,Non-Teaching,138,11.5,28.5,False,40–49,10+ yrs
Unit 6,School,WRW5306,Ongoing," $110,000 ",Female,Non-Indigenous,39,Teaching,134,11.166666666666666,27.833333333333336,False,30–39,10+ yrs
Unit 6,School,GZO6333,Ongoing," $110,000 ",Female,Indigenous,36,Non-Teaching,133,11.083333333333334,24.916666666666664,False,30–39,10+ yrs
Unit 6,School,HXJ2135,Ongoing," $160,000 ",Female,Indigenous,49,Teaching,134,11.166666666666666,37.833333333333336,False,40–49,10+ yrs
Unit 6,School,SOY5495,Ongoing," $160,000 ",Female,Non-Indigenous,34,Teaching,132,11.0,23.0,False,30–39,10+ yrs
Unit 6,School,CWF2815,Ongoing," $75,000 ",Female,Indigenous,40,Non-Teaching,132,11.0,29.0,False,40–49,10+ yrs
Unit 6,School,UAP3362,Ongoing," $150,000 ",Female,Non-Indigenous,36,Teaching,129,10.75,25.25,False,30–39,10+ yrs
Unit 6,School,QHR9207,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,129,10.75,38.25,False,40–49,10+ yrs
Unit 6,School,UHO7463,Ongoing," $110,000 ",Female,Indigenous,52,Non-Teaching,129,10.75,41.25,False,50–59,10+ yrs
Unit 6,School,ROC2325,Ongoing," $95,000 ",Female,Non-Indigenous,58,Non-Teaching,131,10.916666666666666,47.083333333333336,False,50–59,10+ yrs
Unit 6,School,UYO9037,Ongoing," $110,000 ",Male,Non-Indigenous,55,Teaching,129,10.75,44.25,False,50–59,10+ yrs
Unit 6,School,UNX4570,Ongoing," $75,000 ",Female,Non-Indigenous,32,Non-Teaching,128,10.666666666666666,21.333333333333336,False,30–39,10+ yrs
Unit 6,School,BOW8986,Fixed Period," $150,000 ",Male,Non-Indigenous,59,Teaching,4,0.3333333333333333,58.666666666666664,False,50–59,New (<2 yrs)
Unit 6,School,HEL6032,Ongoing," $88,000 ",Female,Non-Indigenous,34,Non-Teaching,118,9.833333333333334,24.166666666666664,False,30–39,5–10 yrs
Unit 6,School,OGT2901,Ongoing," $110,000 ",Female,Non-Indigenous,63,Teaching,117,9.75,53.25,False,60 and above,5–10 yrs
Unit 6,School,CNP8942,Ongoing," $110,000 ",Female,Non-Indigenous,33,Teaching,121,10.083333333333334,22.916666666666664,False,30–39,10+ yrs
Unit 6,School,GPV3830,Ongoing," $150,000 ",Female,Non-Indigenous,40,Teaching,120,10.0,30.0,False,40–49,10+ yrs
Unit 6,School,IGK3452,Ongoing," $66,000 ",Female,Non-Indigenous,48,Non-Teaching,117,9.75,38.25,False,40–49,5–10 yrs
Unit 6,School,EQH8536,Ongoing," $75,000 ",Female,Non-Indigenous,45,Non-Teaching,117,9.75,35.25,False,40–49,5–10 yrs
Unit 6,School,DIB9396,Ongoing," $75,000 ",Female,Indigenous,27,Non-Teaching,111,9.25,17.75,False,Under 30,5–10 yrs
Unit 6,School,XDD4875,Ongoing," $160,000 ",Female,Non-Indigenous,39,Teaching,110,9.166666666666666,29.833333333333336,False,30–39,5–10 yrs
Unit 6,School,MSX5167,Ongoing," $75,000 ",Female,Indigenous,39,Non-Teaching,109,9.083333333333334,29.916666666666664,False,30–39,5–10 yrs
Unit 6,School,WET7859,Ongoing," $110,000 ",Female,Indigenous,40,Non-Teaching,105,8.75,31.25,False,40–49,5–10 yrs
Unit 6,School,IXG3353,Ongoing," $110,000 ",Female,Non-Indigenous,56,Teaching,105,8.75,47.25,False,50–59,5–10 yrs
Unit 6,School,FNB4068,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,105,8.75,22.25,False,30–39,5–10 yrs
Unit 6,School,YSX8575,Ongoing," $110,000 ",Male,Non-Indigenous,57,Teaching,105,8.75,48.25,False,50–59,5–10 yrs
Unit 6,School,VHI5682,Ongoing," $110,000 ",Female,Non-Indigenous,36,Teaching,105,8.75,27.25,False,30–39,5–10 yrs
Unit 6,School,EEE7878,Ongoing," $66,000 ",Female,Non-Indigenous,29,Non-Teaching,103,8.583333333333334,20.416666666666664,False,Under 30,5–10 yrs
Unit 6,School,XVM7647,Ongoing," $110,000 ",Female,Indigenous,40,Non-Teaching,100,8.333333333333334,31.666666666666664,False,40–49,5–10 yrs
Unit 6,School,ILJ9888,Ongoing," $95,000 ",Female,Indigenous,41,Non-Teaching,102,8.5,32.5,False,40–49,5–10 yrs
Unit 6,School,FLP8429,Ongoing," $160,000 ",Female,Non-Indigenous,54,Teaching,102,8.5,45.5,False,50–59,5–10 yrs
Unit 6,School,KLT3107,Ongoing," $110,000 ",Female,Indigenous,51,Non-Teaching,99,8.25,42.75,False,50–59,5–10 yrs
Unit 6,School,YVS1677,Ongoing," $110,000 ",Female,Non-Indigenous,52,Teaching,99,8.25,43.75,False,50–59,5–10 yrs
Unit 6,School,RWI1860,Ongoing," $75,000 ",Female,Indigenous,58,Non-Teaching,99,8.25,49.75,False,50–59,5–10 yrs
Unit 6,School,NED3106,Ongoing," $110,000 ",Female,Non-Indigenous,65,Teaching,99,8.25,56.75,False,60 and above,5–10 yrs
Unit 6,School,UAH7787,Ongoing," $160,000 ",Female,Non-Indigenous,35,Teaching,99,8.25,26.75,False,30–39,5–10 yrs
Unit 6,School,DRQ9433,Fixed Period," $110,000 ",Male,Non-Indigenous,64,Teaching,98,8.166666666666666,55.833333333333336,False,60 and above,5–10 yrs
Unit 6,School,SFP3325,Ongoing," $88,000 ",Female,Non-Indigenous,60,Non-Teaching,96,8.0,52.0,False,60 and above,5–10 yrs
Unit 6,School,NOM6718,Fixed Period," $110,000 ",Female,Indigenous,56,Non-Teaching,96,8.0,48.0,False,50–59,5–10 yrs
Unit 6,School,HLV3858,Ongoing," $150,000 ",Female,Non-Indigenous,53,Teaching,93,7.75,45.25,False,50–59,5–10 yrs
Unit 6,School,YUH7837,Fixed Period," $95,000 ",Male,Non-Indigenous,45,Non-Teaching,93,7.75,37.25,False,40–49,5–10 yrs
Unit 6,School,MYG1054,Ongoing," $110,000 ",Female,Indigenous,37,Non-Teaching,93,7.75,29.25,False,30–39,5–10 yrs
Unit 6,School,EJB2721,Ongoing," $110,000 ",Female,Non-Indigenous,29,Teaching,93,7.75,21.25,False,Under 30,5–10 yrs
Unit 6,School,IGC9610,Ongoing," $160,000 ",Female,Non-Indigenous,29,Teaching,93,7.75,21.25,False,Under 30,5–10 yrs
Unit 6,School,NAS3766,Ongoing," $150,000 ",Female,Non-Indigenous,64,Teaching,93,7.75,56.25,False,60 and above,5–10 yrs
Unit 6,School,GYJ2071,Ongoing," $75,000 ",Female,Non-Indigenous,38,Non-Teaching,92,7.666666666666667,30.333333333333332,False,30–39,5–10 yrs
Unit 6,School,LGN6625,Ongoing," $75,000 ",Female,Indigenous,50,Non-Teaching,92,7.666666666666667,42.333333333333336,False,50–59,5–10 yrs
Unit 6,School,DJF8760,Ongoing," $150,000 ",Male,Non-Indigenous,42,Teaching,92,7.666666666666667,34.333333333333336,False,40–49,5–10 yrs
Unit 6,School,NTI4668,Ongoing," $160,000 ",Male,Non-Indigenous,57,Teaching,92,7.666666666666667,49.333333333333336,False,50–59,5–10 yrs
Unit 6,School,BND6530,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,91,7.583333333333333,41.416666666666664,False,40–49,5–10 yrs
Unit 6,School,YIB5376,Ongoing," $66,000 ",Female,Non-Indigenous,54,Non-Teaching,91,7.583333333333333,46.416666666666664,False,50–59,5–10 yrs
Unit 6,School,IXB3941,Ongoing," $75,000 ",Female,Indigenous,51,Non-Teaching,91,7.583333333333333,43.416666666666664,False,50–59,5–10 yrs
Unit 6,School,NMO7214,Ongoing," $110,000 ",Female,Non-Indigenous,32,Teaching,91,7.583333333333333,24.416666666666668,False,30–39,5–10 yrs
Unit 6,School,VAF7422,Ongoing," $110,000 ",Male,Non-Indigenous,58,Teaching,90,7.5,50.5,False,50–59,5–10 yrs
Unit 6,School,TRE7344,Ongoing," $110,000 ",Female,Non-Indigenous,67,Teaching,90,7.5,59.5,False,60 and above,5–10 yrs
Unit 6,School,RQF6375,Ongoing," $110,000 ",Female,Indigenous,28,Non-Teaching,90,7.5,20.5,False,Under 30,5–10 yrs
Unit 6,School,NJA3916,Ongoing," $110,000 ",Female,Non-Indigenous,69,Teaching,87,7.25,61.75,False,60 and above,5–10 yrs
Unit 6,School,WSK1482,Ongoing," $66,000 ",Female,Non-Indigenous,50,Non-Teaching,85,7.083333333333333,42.916666666666664,False,50–59,5–10 yrs
Unit 6,School,TND3080,Fixed Period," $150,000 ",Female,Non-Indigenous,57,Teaching,75,6.25,50.75,False,50–59,5–10 yrs
Unit 6,School,YVL2484,Ongoing," $110,000 ",Female,Non-Indigenous,30,Teaching,81,6.75,23.25,False,30–39,5–10 yrs
Unit 6,School,TSE9159,Fixed Period," $160,000 ",Female,Non-Indigenous,31,Teaching,81,6.75,24.25,False,30–39,5–10 yrs
Unit 6,School,TDU5862,Ongoing," $110,000 ",Female,Non-Indigenous,30,Teaching,81,6.75,23.25,False,30–39,5–10 yrs
Unit 6,School,DQO9290,Fixed Period," $110,000 ",Male,Non-Indigenous,60,Teaching,81,6.75,53.25,False,60 and above,5–10 yrs
Unit 6,School,DQU7858,Ongoing," $66,000 ",Female,Non-Indigenous,52,Non-Teaching,81,6.75,45.25,False,50–59,5–10 yrs
Unit 6,School,HAI3673,Ongoing," $110,000 ",Male,Non-Indigenous,70,Teaching,79,6.583333333333333,63.416666666666664,False,60 and above,5–10 yrs
Unit 6,School,NXE1976,Ongoing," $95,000 ",Female,Non-Indigenous,39,Non-Teaching,79,6.583333333333333,32.416666666666664,False,30–39,5–10 yrs
Unit 6,School,XJQ6637,Ongoing," $110,000 ",Female,Indigenous,42,Non-Teaching,79,6.583333333333333,35.416666666666664,False,40–49,5–10 yrs
Unit 6,School,GGL5116,Ongoing," $150,000 ",Male,Non-Indigenous,29,Teaching,78,6.5,22.5,False,Under 30,5–10 yrs
Unit 6,School,GLW4952,Fixed Period," $110,000 ",Female,Indigenous,80,Non-Teaching,79,6.583333333333333,73.41666666666667,False,60 and above,5–10 yrs
Unit 6,School,WDJ6789,Ongoing," $110,000 ",Male,Non-Indigenous,48,Teaching,78,6.5,41.5,False,40–49,5–10 yrs
Unit 6,School,XSZ4990,Ongoing," $160,000 ",Female,Non-Indigenous,32,Teaching,78,6.5,25.5,False,30–39,5–10 yrs
Unit 6,School,PQC3238,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,75,6.25,24.75,False,30–39,5–10 yrs
Unit 6,School,DPR1983,Ongoing," $75,000 ",Female,Non-Indigenous,32,Non-Teaching,77,6.416666666666667,25.583333333333332,False,30–39,5–10 yrs
Unit 6,School,OJI3141,Ongoing," $160,000 ",Female,Non-Indigenous,35,Teaching,75,6.25,28.75,False,30–39,5–10 yrs
Unit 6,School,PNG4374,Ongoing," $66,000 ",Female,Non-Indigenous,54,Non-Teaching,75,6.25,47.75,False,50–59,5–10 yrs
Unit 6,School,GDU6437,Ongoing," $150,000 ",Female,Indigenous,52,Teaching,75,6.25,45.75,False,50–59,5–10 yrs
Unit 6,School,KUK3552,Ongoing," $110,000 ",Male,Non-Indigenous,64,Teaching,75,6.25,57.75,False,60 and above,5–10 yrs
Unit 6,School,WUE1229,Fixed Period," $70,000 ",Male,Non-Indigenous,63,Non-Teaching,75,6.25,56.75,False,60 and above,5–10 yrs
Unit 6,School,TYA1789,Ongoing," $110,000 ",Female,Indigenous,45,Non-Teaching,75,6.25,38.75,False,40–49,5–10 yrs
Unit 6,School,ZYQ6205,Ongoing," $75,000 ",Female,Non-Indigenous,53,Non-Teaching,69,5.75,47.25,False,50–59,5–10 yrs
Unit 6,School,HCB6509,Fixed Period," $75,000 ",Male,Non-Indigenous,36,Non-Teaching,69,5.75,30.25,False,30–39,5–10 yrs
Unit 6,School,HHH8720,Ongoing," $160,000 ",Female,Non-Indigenous,32,Teaching,69,5.75,26.25,False,30–39,5–10 yrs
Unit 6,School,HUZ4396,Ongoing," $110,000 ",Female,Non-Indigenous,34,Teaching,69,5.75,28.25,False,30–39,5–10 yrs
Unit 6,School,VAM5981,Ongoing," $95,000 ",Female,Non-Indigenous,52,Non-Teaching,68,5.666666666666667,46.333333333333336,False,50–59,5–10 yrs
Unit 6,School,YMS3703,Ongoing," $110,000 ",Female,Indigenous,55,Non-Teaching,69,5.75,49.25,False,50–59,5–10 yrs
Unit 6,School,WOQ5090,Ongoing," $110,000 ",Female,Indigenous,39,Non-Teaching,67,5.583333333333333,33.416666666666664,False,30–39,5–10 yrs
Unit 6,School,ODO6284,Ongoing," $110,000 ",Female,Non-Indigenous,44,Teaching,66,5.5,38.5,False,40–49,5–10 yrs
Unit 6,School,ZTK4470,Ongoing," $110,000 ",Female,Indigenous,33,Non-Teaching,62,5.166666666666667,27.833333333333332,False,30–39,5–10 yrs
Unit 6,School,MHP2639,Ongoing," $110,000 ",Female,Non-Indigenous,30,Teaching,60,5.0,25.0,False,30–39,5–10 yrs
Unit 6,School,HQW8948,Ongoing," $110,000 ",Female,Non-Indigenous,36,Teaching,57,4.75,31.25,False,30–39,2–5 yrs
Unit 6,School,NNT2166,Ongoing," $75,000 ",Female,Indigenous,44,Non-Teaching,60,5.0,39.0,False,40–49,5–10 yrs
Unit 6,School,GFW2109,Ongoing," $160,000 ",Male,Non-Indigenous,30,Teaching,57,4.75,25.25,False,30–39,2–5 yrs
Unit 6,School,MAG2286,Ongoing," $110,000 ",Female,Indigenous,33,Teaching,57,4.75,28.25,False,30–39,2–5 yrs
Unit 6,School,PVC9506,Ongoing," $110,000 ",Female,Non-Indigenous,34,Teaching,57,4.75,29.25,False,30–39,2–5 yrs
Unit 6,School,GZA5766,Ongoing," $75,000 ",Female,Indigenous,40,Non-Teaching,59,4.916666666666667,35.083333333333336,False,40–49,2–5 yrs
Unit 6,School,KQH9839,Ongoing," $110,000 ",Female,Indigenous,62,Non-Teaching,57,4.75,57.25,False,60 and above,2–5 yrs
Unit 6,School,KBL2560,Ongoing," $110,000 ",Male,Non-Indigenous,48,Teaching,57,4.75,43.25,False,40–49,2–5 yrs
Unit 6,School,JSV5923,Ongoing," $75,000 ",Female,Indigenous,32,Non-Teaching,59,4.916666666666667,27.083333333333332,False,30–39,2–5 yrs
Unit 6,School,TWM9501,Ongoing," $110,000 ",Female,Non-Indigenous,42,Teaching,57,4.75,37.25,False,40–49,2–5 yrs
Unit 6,School,GXZ1917,Ongoing," $110,000 ",Female,Indigenous,28,Teaching,57,4.75,23.25,False,Under 30,2–5 yrs
Unit 6,School,LYO6214,Ongoing," $160,000 ",Female,Non-Indigenous,27,Teaching,57,4.75,22.25,False,Under 30,2–5 yrs
Unit 6,School,KTJ9936,Ongoing," $110,000 ",Female,Indigenous,52,Teaching,57,4.75,47.25,False,50–59,2–5 yrs
Unit 6,School,PBC3546,Ongoing," $150,000 ",Male,Non-Indigenous,68,Teaching,57,4.75,63.25,False,60 and above,2–5 yrs
Unit 6,School,ROY3773,Ongoing," $110,000 ",Female,Non-Indigenous,42,Teaching,57,4.75,37.25,False,40–49,2–5 yrs
Unit 6,School,CXA7778,Ongoing," $75,000 ",Female,Non-Indigenous,59,Non-Teaching,57,4.75,54.25,False,50–59,2–5 yrs
Unit 6,School,YJR2977,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,57,4.75,44.25,False,40–49,2–5 yrs
Unit 6,School,SFR5581,Ongoing," $75,000 ",Female,Indigenous,47,Non-Teaching,54,4.5,42.5,False,40–49,2–5 yrs
Unit 6,School,LJW8921,Ongoing," $110,000 ",Male,Non-Indigenous,58,Teaching,51,4.25,53.75,False,50–59,2–5 yrs
Unit 6,School,BJO4663,Ongoing," $66,000 ",Female,Indigenous,41,Non-Teaching,51,4.25,36.75,False,40–49,2–5 yrs
Unit 6,School,XZY7109,Fixed Period," $75,000 ",Female,Non-Indigenous,61,Non-Teaching,51,4.25,56.75,False,60 and above,2–5 yrs
Unit 6,School,CIU7116,Ongoing," $110,000 ",Female,Non-Indigenous,26,Teaching,51,4.25,21.75,False,Under 30,2–5 yrs
Unit 6,School,SIX3283,Ongoing," $150,000 ",Female,Non-Indigenous,55,Teaching,51,4.25,50.75,False,50–59,2–5 yrs
Unit 6,School,UMT8705,Ongoing," $95,000 ",Female,Non-Indigenous,33,Non-Teaching,51,4.25,28.75,False,30–39,2–5 yrs
Unit 6,School,MAD4568,Ongoing," $110,000 ",Female,Non-Indigenous,48,Teaching,51,4.25,43.75,False,40–49,2–5 yrs
Unit 6,School,APY2363,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,50,4.166666666666667,44.833333333333336,False,40–49,2–5 yrs
Unit 6,School,NFL6593,Fixed Period," $66,000 ",Male,Non-Indigenous,51,Non-Teaching,50,4.166666666666667,46.833333333333336,False,50–59,2–5 yrs
Unit 6,School,VSN9969,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,48,4.0,27.0,False,30–39,2–5 yrs
Unit 6,School,TDI1427,Ongoing," $66,000 ",Female,Non-Indigenous,41,Non-Teaching,49,4.083333333333333,36.916666666666664,False,40–49,2–5 yrs
Unit 6,School,QOX9848,Ongoing," $95,000 ",Male,Non-Indigenous,29,Non-Teaching,48,4.0,25.0,False,Under 30,2–5 yrs
Unit 6,School,JPM2174,Ongoing," $110,000 ",Female,Non-Indigenous,30,Teaching,48,4.0,26.0,False,30–39,2–5 yrs
Unit 6,School,KCZ8000,Ongoing," $110,000 ",Female,Non-Indigenous,50,Teaching,49,4.083333333333333,45.916666666666664,False,50–59,2–5 yrs
Unit 6,School,TCA2915,Ongoing," $150,000 ",Male,Non-Indigenous,39,Teaching,48,4.0,35.0,False,30–39,2–5 yrs
Unit 6,School,NMH6043,Ongoing," $110,000 ",Female,Indigenous,25,Non-Teaching,45,3.75,21.25,False,Under 30,2–5 yrs
Unit 6,School,VJC7610,Ongoing," $110,000 ",Female,Non-Indigenous,28,Teaching,45,3.75,24.25,False,Under 30,2–5 yrs
Unit 6,School,FAJ5040,Ongoing," $66,000 ",Female,Indigenous,63,Non-Teaching,46,3.8333333333333335,59.166666666666664,False,60 and above,2–5 yrs
Unit 6,School,XTC8327,Ongoing," $160,000 ",Male,Non-Indigenous,32,Teaching,45,3.75,28.25,False,30–39,2–5 yrs
Unit 6,School,YRR9259,Ongoing," $70,000 ",Male,Indigenous,33,Non-Teaching,45,3.75,29.25,False,30–39,2–5 yrs
Unit 6,School,VXL5440,Ongoing," $110,000 ",Female,Indigenous,28,Non-Teaching,46,3.8333333333333335,24.166666666666668,False,Under 30,2–5 yrs
Unit 6,School,LOW8398,Ongoing," $110,000 ",Female,Non-Indigenous,45,Teaching,45,3.75,41.25,False,40–49,2–5 yrs
Unit 6,School,VKH5296,Ongoing," $160,000 ",Female,Non-Indigenous,54,Teaching,45,3.75,50.25,False,50–59,2–5 yrs
Unit 6,School,WBQ8685,Ongoing," $110,000 ",Male,Non-Indigenous,34,Teaching,45,3.75,30.25,False,30–39,2–5 yrs
Unit 6,School,PGA3872,Ongoing," $95,000 ",Male,Indigenous,38,Non-Teaching,46,3.8333333333333335,34.166666666666664,False,30–39,2–5 yrs
Unit 6,School,VAZ1503,Ongoing," $160,000 ",Female,Non-Indigenous,45,Teaching,45,3.75,41.25,False,40–49,2–5 yrs
Unit 6,School,UQU9177,Ongoing," $160,000 ",Female,Non-Indigenous,52,Teaching,45,3.75,48.25,False,50–59,2–5 yrs
Unit 6,School,XHU7795,Ongoing," $75,000 ",Female,Indigenous,44,Non-Teaching,45,3.75,40.25,False,40–49,2–5 yrs
Unit 6,School,NJU6172,Ongoing," $110,000 ",Male,Indigenous,46,Non-Teaching,45,3.75,42.25,False,40–49,2–5 yrs
Unit 6,School,VEB2207,Ongoing," $160,000 ",Female,Non-Indigenous,59,Teaching,44,3.6666666666666665,55.333333333333336,False,50–59,2–5 yrs
Unit 6,School,HKL5023,Ongoing," $110,000 ",Female,Indigenous,43,Non-Teaching,44,3.6666666666666665,39.333333333333336,False,40–49,2–5 yrs
Unit 6,School,FZY8945,Ongoing," $75,000 ",Female,Indigenous,22,Non-Teaching,45,3.75,18.25,False,Under 30,2–5 yrs
Unit 6,School,IYR3378,Ongoing," $110,000 ",Female,Non-Indigenous,29,Teaching,42,3.5,25.5,False,Under 30,2–5 yrs
Unit 6,School,HJO8429,Ongoing," $70,000 ",Male,Indigenous,46,Non-Teaching,42,3.5,42.5,False,40–49,2–5 yrs
Unit 6,School,RUS9085,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,42,3.5,42.5,False,40–49,2–5 yrs
Unit 6,School,BLI5592,Ongoing," $110,000 ",Female,Non-Indigenous,77,Teaching,42,3.5,73.5,False,60 and above,2–5 yrs
Unit 6,School,CPU9318,Ongoing," $70,000 ",Male,Non-Indigenous,66,Non-Teaching,42,3.5,62.5,False,60 and above,2–5 yrs
Unit 6,School,VHQ4808,Fixed Period," $110,000 ",Female,Indigenous,36,Non-Teaching,41,3.4166666666666665,32.583333333333336,False,30–39,2–5 yrs
Unit 6,School,FAS9099,Ongoing," $110,000 ",Female,Non-Indigenous,53,Teaching,41,3.4166666666666665,49.583333333333336,False,50–59,2–5 yrs
Unit 6,School,FQB6253,Fixed Period," $110,000 ",Male,Non-Indigenous,43,Teaching,39,3.25,39.75,False,40–49,2–5 yrs
Unit 6,School,CND4458,Ongoing," $75,000 ",Female,Non-Indigenous,45,Non-Teaching,40,3.3333333333333335,41.666666666666664,False,40–49,2–5 yrs
Unit 6,School,WVV3052,Ongoing," $66,000 ",Male,Non-Indigenous,26,Non-Teaching,41,3.4166666666666665,22.583333333333332,False,Under 30,2–5 yrs
Unit 6,School,ZSU4182,Ongoing," $70,000 ",Female,Non-Indigenous,43,Non-Teaching,40,3.3333333333333335,39.666666666666664,False,40–49,2–5 yrs
Unit 6,School,UNN2191,Ongoing," $110,000 ",Male,Non-Indigenous,49,Teaching,39,3.25,45.75,False,40–49,2–5 yrs
Unit 6,School,RLX1906,Ongoing," $110,000 ",Female,Indigenous,69,Teaching,39,3.25,65.75,False,60 and above,2–5 yrs
Unit 6,School,EQN6924,Ongoing," $110,000 ",Female,Non-Indigenous,33,Teaching,39,3.25,29.75,False,30–39,2–5 yrs
Unit 6,School,XZF7848,Ongoing," $75,000 ",Female,Non-Indigenous,38,Non-Teaching,39,3.25,34.75,False,30–39,2–5 yrs
Unit 6,School,UEZ7562,Ongoing," $66,000 ",Female,Non-Indigenous,29,Non-Teaching,40,3.3333333333333335,25.666666666666668,False,Under 30,2–5 yrs
Unit 6,School,IHB4239,Ongoing," $110,000 ",Female,Non-Indigenous,30,Teaching,39,3.25,26.75,False,30–39,2–5 yrs
Unit 6,School,DST6849,Fixed Period," $88,000 ",Male,Non-Indigenous,56,Non-Teaching,39,3.25,52.75,False,50–59,2–5 yrs
Unit 6,School,HOS2929,Ongoing," $75,000 ",Female,Non-Indigenous,45,Non-Teaching,38,3.1666666666666665,41.833333333333336,False,40–49,2–5 yrs
Unit 6,School,FZR1741,Ongoing," $95,000 ",Female,Non-Indigenous,56,Non-Teaching,39,3.25,52.75,False,50–59,2–5 yrs
Unit 6,School,ZIZ6096,Ongoing," $110,000 ",Female,Indigenous,28,Non-Teaching,38,3.1666666666666665,24.833333333333332,False,Under 30,2–5 yrs
Unit 6,School,SUF5198,Ongoing," $110,000 ",Female,Non-Indigenous,28,Teaching,37,3.0833333333333335,24.916666666666668,False,Under 30,2–5 yrs
